ticket_id,customer_id,created_date,severity,status,topic,reopened,resolution_hours,ticket_text
TICK-00429,CUST-0085,2026-03-25,P2,Escalated,user provisioning,False,14.39,Customer reported an issue involving user provisioning. Current status is Escalated.
TICK-00430,CUST-0085,2026-02-04,P1,Escalated,user provisioning,True,47.1,Customer reported an issue involving user provisioning. Current status is Escalated.
TICK-00431,CUST-0085,2026-05-27,P1,Escalated,user provisioning,False,13.23,Customer reported an issue involving user provisioning. Current status is Escalated.
TICK-00432,CUST-0085,2026-03-29,P2,Resolved,data export,True,28.92,Customer reported an issue involving data export. Current status is Resolved.
TICK-00433,CUST-0085,2026-06-22,P1,Escalated,billing question,False,27.96,Customer reported an issue involving billing question. Current status is Escalated.
TICK-00434,CUST-0085,2026-04-07,P1,Escalated,billing question,False,30.26,Customer reported an issue involving billing question. Current status is Escalated.
TICK-00435,CUST-0086,2026-06-26,P3,Resolved,user provisioning,False,5.53,Customer reported an issue involving user provisioning. Current status is Resolved.
TICK-00436,CUST-0086,2026-04-04,P1,Open,workflow configuration,False,13.19,Customer reported an issue involving workflow configuration. Current status is Open.
TICK-00437,CUST-0087,2026-06-16,P2,Resolved,dashboard permissions,False,40.77,Customer reported an issue involving dashboard permissions. Current status is Resolved.
TICK-00438,CUST-0087,2026-06-26,P2,Open,billing question,False,23.44,Customer reported an issue involving billing question. Current status is Open.
TICK-00439,CUST-0087,2026-05-20,P1,Open,billing question,False,30.14,Customer reported an issue involving billing question. Current status is Open.
TICK-00440,CUST-0087,2026-07-05,P1,Escalated,workflow configuration,True,15.74,Customer reported an issue involving workflow configuration. Current status is Escalated.
TICK-00441,CUST-0087,2026-04-04,P2,Escalated,dashboard permissions,False,18.88,Customer reported an issue involving dashboard permissions. Current status is Escalated.
TICK-00442,CUST-0087,2026-04-27,P2,Open,billing question,True,7.34,Customer reported an issue involving billing question. Current status is Open.
TICK-00443,CUST-0087,2026-06-25,P2,Open,data export,True,30.87,Customer reported an issue involving data export. Current status is Open.
TICK-00444,CUST-0087,2026-02-19,P1,Escalated,billing question,False,11.5,Customer reported an issue involving billing question. Current status is Escalated.
TICK-00445,CUST-0087,2026-03-27,P1,Open,workflow configuration,True,30.64,Customer reported an issue involving workflow configuration. Current status is Open.
TICK-00446,CUST-0087,2026-04-13,P1,Escalated,reporting latency,False,44.82,Customer reported an issue involving reporting latency. Current status is Escalated.
TICK-00447,CUST-0087,2026-02-24,P1,Open,API authentication,False,35.32,Customer reported an issue involving API authentication. Current status is Open.
TICK-00448,CUST-0087,2026-04-12,P2,Resolved,API authentication,False,66.84,Customer reported an issue involving API authentication. Current status is Resolved.
TICK-00449,CUST-0087,2026-06-06,P1,Open,workflow configuration,False,42.8,Customer reported an issue involving workflow configuration. Current status is Open.
TICK-00450,CUST-0087,2026-06-28,P2,Escalated,dashboard permissions,True,33.66,Customer reported an issue involving dashboard permissions. Current status is Escalated.
TICK-00451,CUST-0087,2026-07-29,P2,Resolved,API authentication,False,48.71,Customer reported an issue involving API authentication. Current status is Resolved.
TICK-00452,CUST-0087,2026-03-22,P2,Resolved,reporting latency,True,15.71,Customer reported an issue involving reporting latency. Current status is Resolved.
TICK-00453,CUST-0088,2026-03-06,P1,Open,workflow configuration,True,11.42,Customer reported an issue involving workflow configuration. Current status is Open.
TICK-00454,CUST-0088,2026-03-03,P1,Resolved,data export,False,12.78,Customer reported an issue involving data export. Current status is Resolved.
TICK-00455,CUST-0088,2026-02-17,P1,Escalated,API authentication,True,39.31,Customer reported an issue involving API authentication. Current status is Escalated.
TICK-00456,CUST-0088,2026-07-26,P2,Open,API authentication,True,12.76,Customer reported an issue involving API authentication. Current status is Open.
TICK-00457,CUST-0088,2026-02-28,P2,Escalated,billing question,False,38.42,Customer reported an issue involving billing question. Current status is Escalated.
TICK-00458,CUST-0088,2026-06-23,P1,Escalated,data export,False,13.02,Customer reported an issue involving data export. Current status is Escalated.
TICK-00459,CUST-0088,2026-07-03,P1,Escalated,reporting latency,False,44.77,Customer reported an issue involving reporting latency. Current status is Escalated.
TICK-00460,CUST-0088,2026-05-25,P1,Resolved,dashboard permissions,True,56.03,Customer reported an issue involving dashboard permissions. Current status is Resolved.
TICK-00461,CUST-0088,2026-02-06,P1,Escalated,API authentication,True,63.23,Customer reported an issue involving API authentication. Current status is Escalated.
TICK-00462,CUST-0088,2026-03-02,P2,Resolved,dashboard permissions,True,9.92,Customer reported an issue involving dashboard permissions. Current status is Resolved.
TICK-00463,CUST-0088,2026-06-03,P1,Open,API authentication,False,38.26,Customer reported an issue involving API authentication. Current status is Open.
TICK-00464,CUST-0088,2026-06-18,P2,Resolved,dashboard permissions,True,44.48,Customer reported an issue involving dashboard permissions. Current status is Resolved.
TICK-00465,CUST-0089,2026-06-18,P2,Open,user provisioning,True,20.28,Customer reported an issue involving user provisioning. Current status is Open.
TICK-00466,CUST-0089,2026-06-21,P2,Open,reporting latency,True,58.2,Customer reported an issue involving reporting latency. Current status is Open.
TICK-00467,CUST-0089,2026-03-29,P1,Open,data export,True,52.46,Customer reported an issue involving data export. Current status is Open.
TICK-00468,CUST-0089,2026-06-20,P1,Open,billing question,False,21.34,Customer reported an issue involving billing question. Current status is Open.
TICK-00469,CUST-0089,2026-04-28,P2,Resolved,billing question,False,3.69,Customer reported an issue involving billing question. Current status is Resolved.
TICK-00470,CUST-0089,2026-02-08,P1,Resolved,workflow configuration,True,7.67,Customer reported an issue involving workflow configuration. Current status is Resolved.
TICK-00471,CUST-0089,2026-07-27,P1,Escalated,dashboard permissions,False,64.6,Customer reported an issue involving dashboard permissions. Current status is Escalated.
TICK-00472,CUST-0089,2026-07-16,P2,Resolved,API authentication,False,52.35,Customer reported an issue involving API authentication. Current status is Resolved.
TICK-00473,CUST-0089,2026-05-02,P1,Resolved,user provisioning,False,54.68,Customer reported an issue involving user provisioning. Current status is Resolved.
TICK-00474,CUST-0089,2026-04-08,P2,Resolved,billing question,False,42.35,Customer reported an issue involving billing question. Current status is Resolved.
TICK-00475,CUST-0089,2026-06-03,P1,Open,reporting latency,False,59.7,Customer reported an issue involving reporting latency. Current status is Open.
TICK-00476,CUST-0089,2026-04-15,P1,Escalated,data export,False,4.83,Customer reported an issue involving data export. Current status is Escalated.
TICK-00477,CUST-0090,2026-05-31,P3,Resolved,workflow configuration,False,2.68,Customer reported an issue involving workflow configuration. Current status is Resolved.
TICK-00478,CUST-0090,2026-07-20,P2,Resolved,data export,False,6.83,Customer reported an issue involving data export. Current status is Resolved.
TICK-00479,CUST-0090,2026-04-29,P3,Resolved,billing question,False,9.22,Customer reported an issue involving billing question. Current status is Resolved.
TICK-00480,CUST-0090,2026-06-16,P3,Resolved,data export,False,9.88,Customer reported an issue involving data export. Current status is Resolved.
TICK-00481,CUST-0090,2026-04-02,P2,Resolved,dashboard permissions,False,5.77,Customer reported an issue involving dashboard permissions. Current status is Resolved.
TICK-00482,CUST-0090,2026-03-31,P2,Resolved,billing question,False,2.69,Customer reported an issue involving billing question. Current status is Resolved.
TICK-00483,CUST-0090,2026-04-21,P3,Open,data export,False,12.21,Customer reported an issue involving data export. Current status is Open.
TICK-00484,CUST-0091,2026-07-11,P2,Resolved,data export,False,4.91,Customer reported an issue involving data export. Current status is Resolved.
TICK-00485,CUST-0092,2026-07-05,P1,Open,data export,False,10.65,Customer reported an issue involving data export. Current status is Open.
TICK-00486,CUST-0092,2026-02-05,P1,Open,dashboard permissions,False,14.94,Customer reported an issue involving dashboard permissions. Current status is Open.
TICK-00487,CUST-0092,2026-03-20,P3,Resolved,API authentication,False,5.75,Customer reported an issue involving API authentication. Current status is Resolved.
TICK-00488,CUST-0092,2026-02-13,P3,Resolved,user provisioning,False,13.69,Customer reported an issue involving user provisioning. Current status is Resolved.
TICK-00489,CUST-0092,2026-03-04,P1,Open,billing question,False,2.07,Customer reported an issue involving billing question. Current status is Open.
TICK-00490,CUST-0092,2026-07-11,P2,Open,reporting latency,False,9.66,Customer reported an issue involving reporting latency. Current status is Open.
TICK-00491,CUST-0092,2026-06-02,P2,Resolved,workflow configuration,False,4.71,Customer reported an issue involving workflow configuration. Current status is Resolved.
TICK-00492,CUST-0093,2026-06-16,P3,Resolved,user provisioning,False,5.39,Customer reported an issue involving user provisioning. Current status is Resolved.
TICK-00493,CUST-0093,2026-07-23,P3,Resolved,billing question,False,7.6,Customer reported an issue involving billing question. Current status is Resolved.
TICK-00494,CUST-0093,2026-07-24,P2,Open,reporting latency,False,9.3,Customer reported an issue involving reporting latency. Current status is Open.
TICK-00495,CUST-0093,2026-07-16,P2,Resolved,user provisioning,False,4.22,Customer reported an issue involving user provisioning. Current status is Resolved.
TICK-00496,CUST-0094,2026-05-19,P3,Resolved,billing question,False,12.15,Customer reported an issue involving billing question. Current status is Resolved.
TICK-00497,CUST-0094,2026-06-16,P2,Resolved,API authentication,False,6.33,Customer reported an issue involving API authentication. Current status is Resolved.
TICK-00498,CUST-0094,2026-04-06,P3,Resolved,dashboard permissions,False,2.57,Customer reported an issue involving dashboard permissions. Current status is Resolved.
TICK-00499,CUST-0094,2026-05-11,P2,Open,data export,False,4.19,Customer reported an issue involving data export. Current status is Open.
TICK-00500,CUST-0095,2026-04-16,P3,Resolved,data export,False,13.04,Customer reported an issue involving data export. Current status is Resolved.
TICK-00501,CUST-0095,2026-07-23,P2,Resolved,workflow configuration,False,11.56,Customer reported an issue involving workflow configuration. Current status is Resolved.
TICK-00502,CUST-0095,2026-04-17,P3,Open,API authentication,False,11.36,Customer reported an issue involving API authentication. Current status is Open.
TICK-00503,CUST-0095,2026-06-01,P2,Resolved,data export,False,13.09,Customer reported an issue involving data export. Current status is Resolved.
TICK-00504,CUST-0095,2026-04-16,P1,Open,dashboard permissions,False,9.42,Customer reported an issue involving dashboard permissions. Current status is Open.
TICK-00505,CUST-0095,2026-02-06,P3,Open,API authentication,False,7.16,Customer reported an issue involving API authentication. Current status is Open.
TICK-00506,CUST-0096,2026-04-12,P2,Open,reporting latency,False,8.52,Customer reported an issue involving reporting latency. Current status is Open.
TICK-00507,CUST-0096,2026-07-29,P3,Open,billing question,False,6.76,Customer reported an issue involving billing question. Current status is Open.
TICK-00508,CUST-0096,2026-04-16,P3,Resolved,reporting latency,False,4.86,Customer reported an issue involving reporting latency. Current status is Resolved.
TICK-00509,CUST-0097,2026-03-26,P2,Resolved,dashboard permissions,False,9.37,Customer reported an issue involving dashboard permissions. Current status is Resolved.
TICK-00510,CUST-0097,2026-07-01,P2,Open,API authentication,False,7.53,Customer reported an issue involving API authentication. Current status is Open.
TICK-00511,CUST-0097,2026-03-29,P3,Resolved,API authentication,False,3.32,Customer reported an issue involving API authentication. Current status is Resolved.
TICK-00512,CUST-0097,2026-07-04,P2,Open,data export,False,12.1,Customer reported an issue involving data export. Current status is Open.
TICK-00513,CUST-0098,2026-06-20,P3,Open,reporting latency,False,5.38,Customer reported an issue involving reporting latency. Current status is Open.
TICK-00514,CUST-0098,2026-02-24,P3,Resolved,reporting latency,False,3.89,Customer reported an issue involving reporting latency. Current status is Resolved.
TICK-00515,CUST-0099,2026-03-30,P3,Resolved,dashboard permissions,False,2.49,Customer reported an issue involving dashboard permissions. Current status is Resolved.
TICK-00516,CUST-0099,2026-02-20,P3,Open,dashboard permissions,False,9.07,Customer reported an issue involving dashboard permissions. Current status is Open.
TICK-00517,CUST-0099,2026-04-25,P2,Resolved,data export,False,15.45,Customer reported an issue involving data export. Current status is Resolved.
TICK-00518,CUST-0099,2026-05-16,P1,Open,dashboard permissions,False,9.34,Customer reported an issue involving dashboard permissions. Current status is Open.
TICK-00519,CUST-0099,2026-02-03,P3,Resolved,reporting latency,False,13.48,Customer reported an issue involving reporting latency. Current status is Resolved.
TICK-00520,CUST-0099,2026-02-08,P1,Resolved,user provisioning,False,12.9,Customer reported an issue involving user provisioning. Current status is Resolved.
TICK-00521,CUST-0100,2026-06-21,P3,Open,workflow configuration,False,14.94,Customer reported an issue involving workflow configuration. Current status is Open.
TICK-00522,CUST-0100,2026-04-04,P2,Resolved,data export,False,10.92,Customer reported an issue involving data export. Current status is Resolved.
